Date,Open,High,Low,Close,Adj Close,Volume
2014-02-01,0.002000,0.002000,0.001999,0.001999,0.001999,2
2014-02-02,0.001999,0.001999,0.001999,0.001999,0.001999,2
2014-02-03,0.001999,0.001999,0.001820,0.001820,0.001820,20
2014-02-04,0.001820,0.001900,0.000982,0.001900,0.001900,3
2014-02-05,0.001900,0.001900,0.001240,0.001890,0.001890,5
2014-02-06,0.001890,0.001890,0.001000,0.001890,0.001890,1
2014-02-07,0.001890,0.001890,0.001880,0.001880,0.001880,0
2014-02-08,0.001880,0.001999,0.001000,0.001000,0.001000,17
2014-02-09,0.001000,0.001900,0.001000,0.001000,0.001000,3
2014-02-10,0.001000,0.002000,0.001000,0.001150,0.001150,19
2014-02-11,0.001150,0.001800,0.000310,0.001500,0.001500,32
2014-02-12,0.001500,0.001800,0.000033,0.000033,0.000033,23
2014-02-13,0.000033,0.001800,0.000033,0.001700,0.001700,29
2014-02-14,0.001700,0.001700,0.001500,0.001500,0.001500,0
2014-02-15,0.001500,0.001500,0.000500,0.000500,0.000500,0
2014-02-16,0.000500,0.004390,0.000500,0.001850,0.001850,41
2014-02-17,0.001850,0.002000,0.001850,0.002000,0.002000,1
2014-02-18,0.002000,0.002000,0.002000,0.002000,0.002000,0
2014-02-19,0.002000,0.002000,0.000750,0.000750,0.000750,0
2014-02-20,0.000750,0.001900,0.000750,0.001900,0.001900,5
2014-02-21,0.001900,0.001900,0.000197,0.001599,0.001599,11
2014-02-22,0.001599,0.001599,0.000700,0.000700,0.000700,0
2014-02-23,0.000700,0.000700,0.000155,0.000155,0.000155,0
2014-02-24,0.000155,0.000155,0.000155,0.000155,0.000155,0
2014-02-25,0.000155,0.000155,0.000155,0.000155,0.000155,0
2014-02-26,0.000155,0.001890,0.000155,0.001890,0.001890,0
2014-02-27,0.001890,0.001980,0.001890,0.001980,0.001980,0
2014-02-28,0.001980,0.001980,0.001000,0.001000,0.001000,2
2014-03-01,0.001000,0.001970,0.000210,0.001970,0.001970,2
2014-03-02,0.001970,0.001970,0.001000,0.001000,0.001000,1
